second,Latitude,Longitude
593406987,35.5878107,51.2050834
593587025,35.5878221,51.2050441
593806767,35.5878341,51.2050049
594007350,35.5878469,51.2049662
594206746,35.5878602,51.2049278
594406788,35.5878739,51.2048895
594606763,35.5878887,51.2048519
594806753,35.5879056,51.204815
594987284,35.5879233,51.2047786
595207639,35.5879422,51.204743
595406947,35.5879628,51.2047079
595606753,35.5879851,51.2046738
595806657,35.5880097,51.2046414
596006817,35.5880367,51.2046111
596206770,35.5880655,51.2045828
596386865,35.5880963,51.2045569
596606774,35.5881282,51.2045329
596787033,35.5881615,51.204511
596987296,35.5881961,51.2044905
597187199,35.5882319,51.2044712
597387071,35.588269,51.2044539
597586966,35.5883071,51.2044393
597771700,35.5883463,51.2044274
597987065,35.5883866,51.2044184
598186996,35.5884277,51.2044114
598410075,35.5884699,51.2044075
598609655,35.588513,51.2044078
598787029,35.588556,51.2044125
598987153,35.5885986,51.204421
599172512,35.5886407,51.2044331
599387106,35.5886827,51.2044474
599586754,35.5887235,51.2044649
599786961,35.5887632,51.2044833
599986805,35.5888023,51.2045028
600186937,35.5888403,51.2045242
600387021,35.5888786,51.2045491
600586986,35.588917,51.204578
600787037,35.5889538,51.2046091
600987047,35.5889896,51.2046428
601187007,35.5890243,51.2046783
601409652,35.5890572,51.2047169
601687012,35.5890925,51.2047665
602026667,35.5891528,51.2048592
602248713,35.5891794,51.2049076
602448770,35.5892044,51.2049565
602675468,35.5892265,51.2050059
602848590,35.5892484,51.2050556
603048686,35.589269,51.2051057
603226770,35.5892877,51.2051576
603448977,35.5893048,51.2052096
603648725,35.5893194,51.2052627
603848688,35.5893333,51.205316
604048767,35.5893457,51.2053703
604275043,35.5893564,51.2054235
604449017,35.589365,51.2054764
604626754,35.5893717,51.2055306
604848804,35.5893773,51.2055846
605048796,35.5893806,51.2056384
605249142,35.5893821,51.2056928
605448768,35.5893807,51.2057462
605648968,35.5893784,51.2058013
605875020,35.5893741,51.2058543
606048631,35.5893688,51.2059079
606249184,35.5893627,51.2059608
606475531,35.5893564,51.2060141
606675166,35.5893498,51.2060668
606848792,35.5893438,51.2061204
607048783,35.5893388,51.2061748
607248997,35.5893353,51.2062296
607426697,35.5893329,51.2062845
607626814,35.5893317,51.2063397
607848743,35.5893307,51.2063943
608074647,35.58933,51.2064484
608249016,35.5893294,51.2065024
608475160,35.5893289,51.2065557
608648675,35.589329,51.2066098
608826724,35.5893284,51.2066651
609048484,35.5893272,51.2067187
609248781,35.5893229,51.2067709
609448801,35.5893141,51.2068219
609626981,35.5893015,51.2068705
609827095,35.589287,51.2069184
610026787,35.5892709,51.2069657
610207434,35.5892527,51.2070104
610426770,35.5892315,51.2070527
610627019,35.5892085,51.2070938
610826944,35.5891851,51.2071344
611027001,35.589161,51.2071744
611251688,35.5891363,51.2072139
611426997,35.5891108,51.2072518
611626575,35.5890849,51.2072894
611826972,35.5890583,51.2073268
612027003,35.5890305,51.2073631
612227089,35.5890016,51.2073981
612426990,35.5889725,51.2074327
612626925,35.5889426,51.2074669
612826964,35.5889116,51.2074999
613026746,35.5888795,51.2075314
613251611,35.5888463,51.2075604
613426753,35.5888116,51.2075866
613606747,35.5887765,51.207611
613826741,35.5887413,51.2076342
614027067,35.588706,51.2076559
614226697,35.5886701,51.2076753
614426962,35.5886342,51.2076941
614626671,35.5885986,51.207712
614826782,35.5885623,51.207729
615027366,35.5885258,51.2077461
615227350,35.5884896,51.2077632
615427022,35.588453,51.2077803
615627002,35.5884164,51.207797
615826742,35.58838,51.2078138
616026996,35.5883433,51.2078303
616227047,35.5883059,51.2078461
616451963,35.5882686,51.207861
616651486,35.5882309,51.2078747
616826808,35.5881928,51.2078877
617227189,35.5881161,51.2079077
617427697,35.5880771,51.2079146
617626931,35.5880382,51.2079197
617826883,35.5879992,51.2079229
618026994,35.5879605,51.2079231
618227054,35.587922,51.2079196
618427178,35.5878839,51.2079149
618626762,35.5878461,51.2079075
618851417,35.5878086,51.2078992
619051485,35.5877716,51.2078899
619251739,35.5877354,51.2078784
619452054,35.5876997,51.2078651
619587011,35.5876646,51.2078495
619787012,35.5876306,51.2078309
620006612,35.587598,51.2078099
620187180,35.5875664,51.2077867
620387065,35.5875371,51.20776
620586979,35.5875097,51.2077313
620806677,35.5874841,51.2077015
620987077,35.5874611,51.2076686
621187007,35.5874416,51.2076325
621387285,35.5874245,51.2075961
621587016,35.5874099,51.2075592
621786975,35.5873973,51.2075216
622007025,35.5873861,51.2074833
622187071,35.5873757,51.2074441
622387102,35.5873676,51.207404
622586724,35.5873632,51.2073631
622787151,35.5873619,51.2073224
622987056,35.5873618,51.207282
623187077,35.587362,51.2072409
623406699,35.5873629,51.2072001
623606676,35.5873647,51.20716
623787143,35.5873671,51.2071209
623987040,35.5873699,51.2070836
624187063,35.5873729,51.2070479
624406789,35.5873759,51.2070135
624587018,35.587379,51.2069803
624787111,35.5873818,51.2069481
625006992,35.5873848,51.2069172
625207202,35.5873879,51.2068869
625386688,35.5873907,51.2068578
625587030,35.5873932,51.2068292
625787186,35.5873956,51.2068006
626007073,35.5873979,51.2067722
626206976,35.5874002,51.2067434
626387445,35.5874023,51.2067149
626586985,35.5874051,51.2066858
626787175,35.587408,51.2066563
627006707,35.5874111,51.2066266
627206989,35.5874147,51.2065958
627387101,35.5874183,51.2065648
627629943,35.5874217,51.2065328
627806944,35.5874254,51.206501
628007078,35.5874293,51.2064686
628187176,35.5874334,51.2064366
628407647,35.587437,51.206405
628606772,35.5874401,51.2063734
628806694,35.5874429,51.206342
629030238,35.5874461,51.20631
629207007,35.5874494,51.2062778
629406755,35.5874521,51.2062464
629606719,35.5874555,51.2062138
629806971,35.5874586,51.2061794
630006998,35.5874617,51.2061445
630207571,35.5874653,51.2061093
630407055,35.5874688,51.2060731
630606775,35.5874716,51.206037
630787007,35.5874747,51.2060004
631006723,35.5874777,51.2059643
631206770,35.58748,51.2059293
631407004,35.5874826,51.205894
631606766,35.5874851,51.2058568
631806748,35.5874875,51.2058178
632006986,35.5874902,51.2057772
632187157,35.5874934,51.2057362
632407380,35.5874968,51.2056953
632606785,35.5875006,51.2056547
632806773,35.5875058,51.2056141
633006983,35.5875116,51.2055732
633229686,35.5875174,51.2055322
633406807,35.5875234,51.205491
633587148,35.5875296,51.2054499
633806750,35.5875366,51.2054092
634006587,35.5875437,51.2053698
634206797,35.5875508,51.205332
634407068,35.5875585,51.2052959
634606726,35.5875667,51.2052614
634806812,35.5875749,51.2052279
634987069,35.587583,51.2051952
635207437,35.5875913,51.2051638
635407043,35.5875995,51.2051334
635606702,35.5876077,51.2051043
635787064,35.5876159,51.2050755
635987072,35.5876242,51.2050477
636187026,35.5876322,51.205021
636387101,35.5876404,51.2049949
636606794,35.5876482,51.2049692
636787285,35.587656,51.2049439
636987143,35.5876623,51.20492
637187048,35.5876697,51.2048951
637406698,35.5876768,51.2048704
637606708,35.587684,51.2048446
637787168,35.5876905,51.2048179
637987028,35.5876974,51.2047889
638187019,35.5877053,51.2047569
638406972,35.5877142,51.2047226
638586796,35.5877241,51.2046884
638786984,35.5877362,51.2046543
638987078,35.5877496,51.20462
639186741,35.587765,51.2045857
639406480,35.5877827,51.2045519
639586980,35.5878028,51.2045197
639787022,35.5878271,51.2044898
639987150,35.5878546,51.2044634
640187172,35.5878847,51.2044404
640407026,35.5879165,51.2044211
640586987,35.5879502,51.2044057
640806685,35.587985,51.2043936
640987061,35.5880204,51.2043841
641187163,35.5880568,51.204377
641387012,35.5880937,51.2043717
641606591,35.5881308,51.2043684
641806546,35.5881679,51.2043664
641987003,35.588206,51.2043658
642187158,35.5882447,51.2043683
642386988,35.5882838,51.2043745
642606694,35.5883228,51.2043844
642806699,35.5883609,51.2043987
643006765,35.5883978,51.2044175
643206769,35.5884336,51.2044395
643406811,35.5884683,51.2044643
643606943,35.5885015,51.2044925
643806719,35.5885332,51.2045239
644006761,35.5885627,51.2045575
644207059,35.5885906,51.2045927
644406791,35.5886164,51.204629
644586974,35.5886402,51.2046665
644806793,35.5886622,51.2047062
645006799,35.5886826,51.2047473
645229805,35.5887025,51.2047894
645406945,35.5887218,51.2048319
645606976,35.5887406,51.2048753
645807036,35.5887583,51.2049196
646006735,35.5887742,51.2049655
646206769,35.588788,51.2050126
646407007,35.5888012,51.2050604
646586990,35.5888132,51.2051089
646787036,35.5888236,51.2051582
647006672,35.5888318,51.2052088
647187162,35.5888387,51.2052602
647386768,35.5888448,51.2053108
647587040,35.5888503,51.2053609
647806693,35.5888538,51.2054092
648006623,35.5888563,51.2054562
648187050,35.5888584,51.2055021
648387078,35.5888609,51.2055474
648586985,35.5888632,51.2055917
648786774,35.5888656,51.2056354
648987067,35.5888679,51.2056784
649187074,35.5888702,51.2057209
649387012,35.5888723,51.2057621
649586862,35.5888743,51.2058029
649806643,35.5888761,51.2058434
650007072,35.5888772,51.2058838
650187069,35.5888788,51.2059245
650407011,35.5888804,51.205965
650606765,35.5888818,51.2060057
650806747,35.5888831,51.2060466
651006775,35.5888846,51.206088
651207139,35.5888862,51.2061301
651406982,35.588887,51.2061738
651587590,35.588888,51.2062184
651806735,35.5888884,51.2062647
652006707,35.588888,51.2063123
652207199,35.5888871,51.206361
652407437,35.5888855,51.2064116
652606960,35.5888834,51.206463
652807607,35.5888814,51.2065153
652987054,35.5888767,51.2065726
653207083,35.5888691,51.2066334
653407041,35.5888582,51.2066941
653606807,35.5888446,51.2067538
653807029,35.5888283,51.2068119
654007035,35.5888106,51.2068691
654207178,35.5887926,51.2069261
654407034,35.5887723,51.2069824
654606982,35.5887499,51.2070366
654807030,35.5887241,51.2070882
655006974,35.5886966,51.2071366
655207573,35.5886688,51.2071827
655406950,35.5886402,51.2072257
655606972,35.5886117,51.2072661
655806696,35.5885831,51.2073051
656007083,35.5885545,51.2073451
656206722,35.5885256,51.207384
656407019,35.5884971,51.2074229
656606814,35.5884682,51.2074607
656807033,35.5884393,51.2074983
656987028,35.5884092,51.2075349
657187040,35.588378,51.20757
657387066,35.5883457,51.2076038
657587072,35.5883111,51.2076333
657787056,35.5882755,51.2076603
657987007,35.5882391,51.2076841
658187140,35.5882026,51.2077042
658387146,35.5881659,51.20772
658587061,35.5881292,51.2077333
658787214,35.5880924,51.2077447
658987155,35.5880554,51.2077551
659187168,35.588019,51.2077638
659387035,35.5879824,51.2077711
659606654,35.5879456,51.2077767
659787023,35.5879094,51.2077815
659987067,35.587873,51.2077833
660187047,35.5878368,51.2077828
660387029,35.5878006,51.2077801
660586988,35.5877647,51.2077757
660787213,35.587729,51.2077686
660987477,35.5876965,51.2077574
661187020,35.5876658,51.2077421
661387057,35.5876359,51.2077255
661586988,35.587607,51.2077074
661787069,35.5875774,51.2076874
661987157,35.5875497,51.207665
662187155,35.5875237,51.2076415
662387158,35.5874993,51.2076176
662572295,35.5874755,51.2075933
662787047,35.5874509,51.207568
663210448,35.5874036,51.207514
663387043,35.587381,51.2074855
663587003,35.5873595,51.2074555
663787659,35.5873395,51.2074235
663986789,35.5873233,51.2073889
664187433,35.5873121,51.2073518
664387162,35.5873034,51.2073124
664586927,35.5872988,51.2072733
664787017,35.5872988,51.2072349
664971990,35.5873013,51.2071972
665187150,35.587306,51.2071603
665371755,35.5873121,51.2071234
665587042,35.5873183,51.2070868
665787054,35.5873251,51.20705
665987053,35.5873328,51.2070134
666187045,35.5873403,51.2069761
666387078,35.5873482,51.2069381
666587046,35.5873567,51.2068998
666786758,35.5873662,51.2068611
666987057,35.5873759,51.2068215
667187078,35.5873861,51.206782
667387076,35.5873974,51.2067427
667587202,35.5874108,51.2067042
667787142,35.5874275,51.2066666
667987015,35.5874466,51.2066307
668172027,35.5874671,51.2065967
668387031,35.5874887,51.2065642
668587031,35.5875106,51.2065328
668787073,35.5875324,51.2065025
668987027,35.5875542,51.2064729
669187063,35.5875759,51.206444
669387041,35.5875973,51.2064151
669586997,35.587618,51.2063862
669787197,35.5876377,51.2063571
669987041,35.5876558,51.2063271
670187041,35.5876721,51.2062968
670386988,35.5876867,51.2062658
670586984,35.5877002,51.2062341
670787061,35.5877133,51.2062026
670987056,35.5877261,51.2061707
671187035,35.5877371,51.2061385
671387037,35.5877485,51.2061069
671586966,35.5877591,51.2060749
671787146,35.5877694,51.2060426
671987169,35.5877805,51.2060091
672187041,35.5877912,51.2059758
672387051,35.587802,51.2059426
672586991,35.5878129,51.2059099
672787074,35.5878239,51.2058777
672987191,35.5878349,51.205846
673187074,35.5878458,51.2058149
673387161,35.5878562,51.2057836
673586602,35.5878662,51.2057525
673787038,35.5878754,51.2057221
673987178,35.5878837,51.2056918
674187183,35.5878915,51.2056613
674387169,35.5878991,51.2056312
674586972,35.5879065,51.2056015
674786987,35.5879127,51.2055713
674986710,35.5879178,51.2055414
675187064,35.5879218,51.2055107
675387024,35.5879253,51.2054804
675586974,35.5879286,51.2054497
675787016,35.587932,51.2054187
675987616,35.5879352,51.2053872
676187282,35.5879381,51.2053563
676371767,35.5879409,51.2053249
676627003,35.5879445,51.2052932
676787021,35.5879485,51.2052612
676987063,35.5879525,51.2052299
677187068,35.5879568,51.2051976
677387154,35.5879616,51.2051655
677648606,35.5879666,51.205135
677787056,35.5879723,51.205105
678010161,35.587979,51.2050754
678210035,35.5879869,51.2050462
678410449,35.5879961,51.2050169
678610189,35.5880064,51.2049879
678809992,35.5880178,51.2049594
679010049,35.5880305,51.2049315
679209793,35.5880445,51.2049043
679410474,35.5880604,51.2048783
679610577,35.5880783,51.2048538
679810055,35.5880983,51.2048318
680010451,35.5881202,51.204812
680210495,35.5881433,51.2047941
680410455,35.5881672,51.204778
680609961,35.5881919,51.2047637
680810060,35.5882169,51.2047509
681010292,35.5882429,51.2047389
681210052,35.5882697,51.2047274
681410415,35.5882971,51.2047167
681610211,35.5883251,51.204707
681809993,35.5883537,51.2046981
682009741,35.5883832,51.2046905
682209938,35.5884137,51.2046844
682410179,35.5884448,51.2046798
682610025,35.5884768,51.2046771
682810035,35.5885094,51.2046763
683010062,35.5885425,51.2046778
683210148,35.5885762,51.204682
683386984,35.58861,51.2046893
683586775,35.5886439,51.2046989
683786979,35.5886776,51.2047104
683986864,35.588711,51.2047234
684186777,35.5887443,51.2047383
684386949,35.5887774,51.2047552
684586683,35.5888104,51.2047739
684772026,35.588843,51.2047945
684986779,35.5888753,51.2048167
685186926,35.588907,51.2048409
685387032,35.5889384,51.2048667
685586743,35.5889691,51.2048946
685786989,35.588999,51.2049246
686187028,35.589056,51.2049901
686387048,35.5890824,51.2050259
686771780,35.5891315,51.2051013
686986751,35.5891539,51.2051412
687187065,35.5891747,51.2051829
687386738,35.5891939,51.2052256
687587016,35.5892115,51.2052697
687786975,35.5892282,51.2053148
687987035,35.5892429,51.2053609
688187076,35.5892564,51.2054076
688387050,35.5892686,51.205455
688586864,35.5892795,51.2055032
688786700,35.5892897,51.2055517
688986976,35.589299,51.2056013
689187003,35.5893068,51.2056512
689387654,35.5893133,51.2057022
689587046,35.5893177,51.2057535
689787065,35.5893209,51.2058054
689987011,35.5893228,51.2058576
690171982,35.5893233,51.2059101
690387007,35.5893218,51.2059631
690587025,35.5893181,51.2060161
690787044,35.5893126,51.2060687
690986800,35.5893054,51.2061211
691186978,35.5892965,51.2061727
691387074,35.589286,51.2062232
691587147,35.589274,51.2062729
691810177,35.5892618,51.2063223
691987047,35.5892493,51.206371
692187048,35.5892363,51.2064189
692410457,35.5892229,51.2064667
692586968,35.5892095,51.2065144
692787068,35.5891964,51.206562
692986761,35.5891834,51.2066095
693187068,35.5891703,51.2066566
693387062,35.5891572,51.2067033
693586971,35.5891439,51.2067497
693787163,35.5891301,51.2067947
693987121,35.5891163,51.2068395
694210070,35.5891019,51.2068835
694387002,35.5890873,51.2069265
694610048,35.5890724,51.2069687
694787027,35.5890571,51.2070096
695010194,35.5890415,51.2070502
695210540,35.5890253,51.2070909
695410210,35.5890086,51.2071318
695610002,35.588991,51.2071725
695787010,35.5889728,51.2072129
695987440,35.588954,51.2072532
696209919,35.5889345,51.2072935
696410207,35.5889148,51.2073351
696587022,35.5888931,51.2073749
696787067,35.5888702,51.2074138
696987014,35.5888459,51.2074517
697187171,35.5888205,51.2074893
697387029,35.5887933,51.2075253
697586993,35.5887654,51.2075596
697787039,35.5887351,51.2075906
697987026,35.5887037,51.2076192
698187046,35.5886714,51.2076452
698387210,35.5886378,51.2076682
698587139,35.5886036,51.2076888
698787034,35.5885691,51.2077086
698987043,35.5885338,51.2077272
699209976,35.5884986,51.2077456
699410412,35.5884626,51.207763
699610143,35.5884267,51.2077797
699787031,35.5883907,51.2077964
699987049,35.5883548,51.2078145
700187072,35.5883185,51.2078315
700410494,35.5882821,51.2078485
700609809,35.5882453,51.2078648
700787046,35.5882082,51.2078803
700987012,35.588171,51.2078954
701187068,35.5881329,51.2079091
701387021,35.5880942,51.2079211
701610034,35.588055,51.2079311
701787159,35.5880156,51.2079377
701987151,35.5879767,51.2079416
702187160,35.587938,51.2079431
702387018,35.5878993,51.2079418
702586971,35.5878609,51.2079384
702787195,35.5878225,51.2079335
702987057,35.5877844,51.2079277
703187060,35.5877464,51.2079209
703387052,35.5877089,51.2079129
703587060,35.5876715,51.2079033
703787161,35.5876343,51.2078922
703986970,35.587598,51.2078807
704187049,35.5875622,51.2078662
704387047,35.5875264,51.2078478
704609711,35.587492,51.2078272
704810486,35.5874589,51.2078044
704987208,35.5874267,51.2077793
705210655,35.5873967,51.2077513
705386764,35.5873698,51.2077194
705586981,35.5873458,51.2076842
705810214,35.5873232,51.2076482
705987161,35.5873016,51.207612
706210150,35.5872823,51.2075732
706410568,35.5872644,51.2075342
706609583,35.5872474,51.2074942
706787203,35.5872323,51.2074534
707010085,35.5872188,51.2074119
707210511,35.5872065,51.2073701
707448705,35.5871958,51.2073277
707586977,35.5871864,51.2072845
707787021,35.5871805,51.2072413
707987033,35.5871768,51.2071975
708172523,35.5871742,51.2071544
708387059,35.5871748,51.2071097
708587070,35.587178,51.2070658
708787101,35.5871855,51.2070227
708987028,35.5871955,51.2069792
709387432,35.5872219,51.2068974
709572184,35.5872372,51.206858
709787019,35.5872529,51.2068192
709987006,35.5872686,51.2067813
710187156,35.5872843,51.2067435
710387190,35.5873002,51.2067057
710586957,35.5873156,51.2066676
710787009,35.5873305,51.2066292
710986733,35.5873448,51.2065913
711187028,35.587358,51.2065527
711387066,35.5873709,51.2065141
711587049,35.5873838,51.2064764
711787039,35.5873966,51.2064385
711987069,35.5874103,51.2064008
712187279,35.5874256,51.2063636
712387058,35.5874429,51.2063274
712587059,35.587462,51.2062914
712787046,35.5874829,51.2062567
712987015,35.5875062,51.2062241
713187075,35.5875331,51.2061946
713387023,35.5875626,51.2061682
713587063,35.5875931,51.2061438
713787762,35.5876236,51.2061202
713987015,35.5876545,51.2060965
714187018,35.5876852,51.2060728
714387023,35.5877156,51.2060498
714586959,35.5877457,51.2060269
714787006,35.5877754,51.2060041
714971967,35.5878041,51.2059801
715187017,35.5878314,51.2059545
715387078,35.5878554,51.2059266
715586995,35.5878744,51.2058958
715787033,35.5878886,51.2058627
715986785,35.5879016,51.2058289
716187065,35.5879136,51.2057957
716386765,35.5879237,51.2057614
716586978,35.5879323,51.2057262
716787019,35.5879395,51.2056918
716987183,35.5879457,51.205657
717187057,35.5879501,51.2056223
717387062,35.587954,51.2055887
717586979,35.5879582,51.2055554
717771991,35.5879623,51.2055219
717987175,35.5879676,51.2054881
718187205,35.5879741,51.2054548
718410053,35.5879818,51.2054216
718587010,35.5879909,51.2053885
718787070,35.5880018,51.2053554
718986985,35.5880148,51.2053238
719186771,35.5880291,51.205293
719386979,35.5880439,51.2052623
719609612,35.5880597,51.2052323
719787031,35.5880765,51.2052034
719987060,35.5880948,51.2051753
720187166,35.588114,51.2051478
720387239,35.5881335,51.2051198
720587020,35.5881541,51.205092
720787011,35.588176,51.2050653
720987022,35.5881991,51.2050399
721187056,35.588223,51.2050154
721387067,35.5882477,51.2049932
721609633,35.5882744,51.2049735
721787052,35.588302,51.2049557
721986708,35.5883298,51.2049397
722187067,35.588358,51.2049258
722387161,35.5883867,51.2049139
722587042,35.5884154,51.2049039
722809754,35.5884449,51.2048952
722986998,35.5884746,51.2048872
723187027,35.5885043,51.204881
723386700,35.5885342,51.2048769
723587035,35.5885642,51.2048739
723787047,35.5885946,51.2048726
723987007,35.5886253,51.2048727
724187046,35.5886559,51.204874
724386950,35.5886862,51.2048771
724587056,35.5887163,51.2048819
724787037,35.588746,51.2048883
724986982,35.5887748,51.2048963
725186968,35.5888038,51.204906
725386977,35.5888327,51.2049175
725586800,35.588861,51.2049303
725787170,35.5888892,51.2049442
725986991,35.5889166,51.2049594
726186791,35.5889431,51.2049761
726386980,35.588969,51.2049944
726586798,35.5889945,51.205014
726787140,35.5890197,51.2050348
726987142,35.5890441,51.2050569
727187643,35.5890675,51.2050808
727387049,35.5890901,51.2051056
727586804,35.5891122,51.2051313
727787000,35.5891336,51.2051576
727987026,35.5891551,51.2051846
728187034,35.5891767,51.2052118
728387056,35.5891987,51.2052393
728586926,35.5892208,51.2052673
728772057,35.5892429,51.2052961
728987142,35.5892654,51.2053255
729187193,35.5892886,51.2053548
729386995,35.5893128,51.2053835
729586812,35.5893387,51.2054103
729786990,35.5893663,51.2054354
729986867,35.589395,51.2054597
730172183,35.5894243,51.2054842
730387023,35.5894539,51.2055091
730587015,35.5894837,51.2055347
730787068,35.589514,51.2055604
730987010,35.5895446,51.2055862
731209792,35.5895752,51.2056121
731410019,35.5896056,51.2056383
731571793,35.5896353,51.2056655
731787034,35.5896635,51.2056947
731987026,35.5896898,51.2057261
732409755,35.5897368,51.2057925
732587018,35.5897581,51.2058269
732787007,35.5897786,51.2058615
732972159,35.589798,51.2058964
733187049,35.5898161,51.2059312
733387164,35.5898335,51.2059666
733587145,35.5898498,51.2060027
733787033,35.5898654,51.206039
733987040,35.5898797,51.2060755
734187144,35.5898921,51.2061118
734387007,35.5899039,51.2061493
734587011,35.5899146,51.2061873
734787062,35.5899234,51.2062254
734986998,35.5899306,51.2062639
735187059,35.5899365,51.2063029
735409991,35.5899412,51.2063415
735609863,35.5899453,51.20638
735787206,35.5899479,51.2064188
736010085,35.5899493,51.2064581
736187061,35.5899493,51.2064974
736410150,35.5899481,51.2065369
736609999,35.5899461,51.2065768
736809626,35.5899429,51.2066168
737010051,35.5899383,51.2066564
737187061,35.5899324,51.2066954
737410428,35.589925,51.2067336
737587076,35.5899161,51.2067707
737809987,35.5899059,51.2068067
737987133,35.5898946,51.2068411
738187202,35.5898824,51.2068745
738387016,35.5898691,51.2069068
738609979,35.589855,51.2069386
738787038,35.5898403,51.2069696
738987142,35.5898247,51.2069988
739187151,35.5898083,51.2070277
739387649,35.5897906,51.2070559
739586813,35.5897727,51.2070836
739787012,35.589755,51.2071114
739987104,35.5897364,51.2071388
740187187,35.5897177,51.2071674
740387067,35.5896984,51.2071954
740586954,35.5896787,51.207223
740787156,35.589658,51.2072501
740987052,35.5896366,51.2072773
741187101,35.5896157,51.2073054
741387055,35.5895943,51.2073327
741586925,35.589573,51.2073604
741787009,35.5895505,51.2073883
742009682,35.5895289,51.2074152
742187161,35.5895069,51.2074423
742410033,35.5894848,51.2074686
742587105,35.5894623,51.2074945
742787066,35.5894396,51.2075202
742987068,35.5894171,51.207546
743187063,35.5893944,51.2075713
743387145,35.5893715,51.2075962
743586996,35.5893482,51.2076205
743787055,35.5893245,51.207644
743986952,35.5893008,51.2076674
744187051,35.5892772,51.2076915
744387187,35.5892528,51.2077145
744587049,35.5892283,51.2077363
744787044,35.5892039,51.2077584
744987027,35.5891795,51.2077805
745187073,35.5891542,51.2078025
745372195,35.5891288,51.2078238
745587049,35.5891026,51.2078442
745787146,35.5890762,51.2078634
745987045,35.5890492,51.2078809
746187144,35.5890215,51.2078975
746387016,35.5889934,51.207913
746587036,35.5889658,51.207928
746772139,35.5889377,51.207942
746987050,35.5889087,51.2079534
747209617,35.58888,51.2079619
747387062,35.5888514,51.2079694
747587052,35.588823,51.2079767
747787293,35.5887944,51.2079828
747987026,35.5887664,51.2079876
748172275,35.5887386,51.2079922
748410027,35.5887109,51.2079968
748587030,35.5886823,51.2080008
748787149,35.5886533,51.2080048
748987178,35.5886241,51.2080086
749187204,35.5885942,51.2080118
749387062,35.5885649,51.2080151
749572151,35.5885348,51.2080174
749787050,35.5885055,51.2080201
749987142,35.5884761,51.2080228
750187061,35.5884468,51.2080258
750387182,35.5884173,51.2080288
750586948,35.5883877,51.2080311
750786997,35.5883581,51.2080334
750972177,35.5883283,51.2080349
751187275,35.5882989,51.2080356
751386799,35.5882692,51.2080352
751586785,35.5882393,51.2080339
751787033,35.5882095,51.2080308
751986813,35.5881803,51.2080265
752187069,35.5881516,51.2080205
752387050,35.5881229,51.2080131
752586981,35.5880952,51.2080048
752787706,35.5880683,51.2079954
752987038,35.5880415,51.2079851
753187192,35.5880153,51.2079745
753387200,35.5879894,51.2079634
753586810,35.5879639,51.2079519
753786681,35.5879385,51.2079398
753987012,35.5879121,51.207927
754187027,35.5878857,51.2079144
754387189,35.5878592,51.2079018
754587057,35.5878326,51.2078888
754786994,35.5878059,51.2078748
754986713,35.5877798,51.2078601
755186977,35.5877535,51.2078444
755387153,35.587727,51.2078282
755587054,35.5877002,51.207811
755786987,35.5876738,51.2077929
755987011,35.5876488,51.2077727
756187057,35.5876253,51.2077505
756386710,35.5876032,51.207726
756587018,35.5875831,51.2077004
756786814,35.5875644,51.2076724
756987045,35.5875487,51.207643
757187063,35.587535,51.2076128
757387023,35.5875227,51.2075823
757587412,35.587512,51.2075516
757771814,35.5875025,51.2075199
757987121,35.5874941,51.2074875
758187078,35.5874874,51.2074553
758387042,35.5874817,51.207422
758586976,35.5874771,51.2073881
758787187,35.5874735,51.2073536
758987050,35.587471,51.2073192
759172569,35.5874706,51.2072842
759387075,35.5874718,51.207249
759587069,35.5874744,51.2072136
759787148,35.5874781,51.207178
759987178,35.5874835,51.207143
760187016,35.5874907,51.2071082
760386796,35.5874991,51.2070731
760572191,35.587509,51.2070382
760786958,35.5875218,51.2070047
760987020,35.587537,51.2069725
761187173,35.5875543,51.206942
761387188,35.587574,51.2069137
761586967,35.5875953,51.2068872
761787030,35.5876176,51.2068626
761972543,35.5876407,51.2068399
762187176,35.5876642,51.2068179
762387049,35.5876876,51.2067962
762586949,35.587711,51.2067754
762987056,35.587756,51.2067319
763187168,35.5877776,51.2067088
763372066,35.5877984,51.2066852
763586975,35.5878173,51.2066598
763787041,35.5878331,51.2066321
763986969,35.5878463,51.2066034
764187073,35.5878561,51.2065746
764387169,35.5878631,51.2065452
764587045,35.587867,51.2065157
764771805,35.5878673,51.2064865
764987523,35.5878652,51.2064583
765186775,35.5878611,51.2064314
765387165,35.5878556,51.2064056
765587002,35.5878485,51.2063804
765787036,35.5878396,51.2063564
765987031,35.5878297,51.2063336
766186978,35.5878189,51.2063108
766387419,35.5878082,51.2062885
766586723,35.587797,51.2062657
766786792,35.5877854,51.2062425
766986703,35.5877737,51.206219
767187071,35.5877619,51.2061955
767387010,35.5877496,51.2061714
767572164,35.587737,51.2061468
767786793,35.5877249,51.2061212
767986773,35.5877139,51.2060944
768186863,35.5877043,51.2060661
768387058,35.5876961,51.2060368
768587065,35.5876891,51.2060069
768771749,35.5876843,51.2059763
768986728,35.5876813,51.2059445
769187191,35.5876791,51.2059126
769386793,35.5876779,51.20588
769586799,35.5876778,51.2058471
769787195,35.587679,51.205814
769986750,35.5876815,51.205781
770172555,35.5876849,51.2057475
770409987,35.5876896,51.2057146
770586752,35.5876949,51.2056824
770787052,35.5877013,51.2056505
770987162,35.587708,51.2056185
771187073,35.5877146,51.2055871
771387066,35.5877211,51.2055565
771572205,35.5877277,51.2055258
771787004,35.5877348,51.2054953
